id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,offer_disclaimer,offer_disclaimer_url,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],style[0],additional_image_link
19144,Kit Executivo 2 Peças (linha 19144),Kit executivo composto por dois itens: uma caderneta e uma caneta.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/kit-executivo-2-pecas-19144-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/19144/19144_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,caderneta-caneta,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/19144/19144_2.jpg
ER143B,Caneta Metal,Caneta metálica com carga esferográfica azul 1.0mm e acionamento por clique.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/categoria/canetas,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/ER143B/ER143B_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,caderneta-caneta,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/ER143B/ER143B_2.jpg
07447,Kit Churrasco 2 Peças no Estojo,"Kit churrasco 2 peças com estojo, contém faca e garfo. Estojo com alça para transporte e área interna com elástico de fixação para os utensílios.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/kit-churrasco-no-estojo-c-2-pcs-07447-mad,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/07447/07447_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kit-churrasco-vinho,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/07447/07447_2.jpg
12089,Kit Talheres p/ Churrasco 8 Peças,"Kit churrasco 8 peças com cabo em bambu, lâminas em aço inox e avental de nylon. Acompanha tábua em bambu com canaleta, 3 facas de corte e uma faca de serra cabo, chaira, garfo e avental prata com bolso. Acomodados em uma maleta de nylon preta. Rebites em Aço Inox, um dos mais resistentes à ferrugem e corrosão.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/kit-talheres-p-churrasco-c-8-pecas-12089-mad,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/12089-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kits,,,
01644,Kit Churrasco na Maleta 4 Peças,"Kit churrasco 4 peças em maleta de alumínio com travas de segurança, contém: espátula, pegador, garfo e faca em inox. Parte interna da maleta com revestimento em tnt e suportes de velcro para fixação das peças.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/kit-churrasco-na-maleta-4-pecas-01644-pra,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/01644-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kit-churrasco,,,
18891,Kit Churrasco 3 Peças,"O kit essencial para um churrasco perfeito! Composto por uma faca de 8 polegadas, garfo e pegador, este kit combina praticidade e qualidade em um só conjunto.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/kit-churrasco-3-pecas-18891-pre,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18891/18891_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kit-churrasco-vinho,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18891/18891_2.jpg
18857,Marmita Hermética Palha de Trigo c/ Talher,"Prática e completa, esta marmita feita em palha de trigo e polipropileno atóxico, livre de BPA e com capacidade de 900ml, possui tampa hermética que evita vazamentos e mantém os alimentos frescos por mais tempo e prontos para consumo. Com 2 divisórias internas, ela facilita a organização das refeições, separando cada item sem misturar os sabores. Na parte superior da tampa, você encontra um compartimento plástico onde ficam os talheres: garfo, faca e colher. Perfeita para levar refeições completas com facilidade e organização.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/marmita-hermetica-de-palha-de-trigo-18857-beg,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18857-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,marmitas,,,
03493,Kit Vinho p/ 1 Garrafa,"Kit vinho 4 peças em maleta de couro sintético. Contém saca-rolhas metálico, bico condutor com tampa, cortador de lacre e wine colar. Maleta com alça, trava de segurança e parte interna revestida de veludo com área de acomodação para garrafa.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/kit-vinho-p-1-garrafa-03493-pre,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/03493-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kit-vinho,,,
10071G,Kit Vinho 2 Peças,"Kit vinho 2 peças em estojo com tampa, contém saca-rolhas metálico com lâmina de corte e abridor de garrafa e tampa de bico. Área interna do estojo com berço de espuma. Acompanha plaquinha metálica para personalização.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/categoria/kit-vinho,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/10071G-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kit-vinho,,,
18583,Tábua de Corte c/ Canaleta,Tábua de corte com canaleta e acesso para gancho.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/tabua-de-corte-c-canaleta-28x22-18583-mad,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18583-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,tabuas-petisqueiras,,,
09080,Kit Vinho 5 Peças,"Kit vinho com cinco peças, incluindo: saca-rolhas em plástico e aço carbono com acionamento por botões alimentado por quatro pilhas AA (não...",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/kit-vinho-5-pecas-09080-pre,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/09080/09080_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kit-churrasco-vinho,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/09080/09080_2.jpg
11871,Kit Vinho Plástico 3 Peças Formato Garrafa,"Kit vinho formato garrafa com 3 peças: wine collar, bico condutor com tampa e saca-rolhas metálico com lâmina de corte e abridor de garrafa.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/kit-vinho-plastico-resistente-3-pecas-formato-garrafa-11871-pre,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/11871/11871_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kit-churrasco-vinho,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/11871/11871_2.jpg
sem-sku-caixa-de-som-jbl-go-3,Caixa de Som JBL Go 3,"Caixa de Som JBL Go 3 — Som, Fones e Power Bank",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produtos,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/sem-sku-caixa-de-som-jbl-go-3-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/sem-sku-caixa-de-som-jbl-go-3-2-v1.jpg
05021,Fone Bluetooth c/ Case Carregador,"Fone de ouvido bluetooth com comandos touch e case carregador de fechamento magnético. Acompanha USB Lightning. Obs.: O CARREGAMENTO MÍNIMO DO PRODUTO DEVE SER DE 2 HORAS, PRESERVANDO DESTE MODO A SAÚDE DO PRODUTO E PROLONGANDO O SEU TEMPO DE VIDA ÚTIL.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/fone-bluetooth-c-carregador-05021-bco,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/05021-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,fones,,,
08219,Power Bank 10.000 mAh,"Nosso power bank 10.000mAh 4 em 1 é uma solução prática e eficiente para manter os dispositivos sempre carregados, mesmo quando estiver em movimento. Feito em plástico, possui cabos acoplados com saídas para: Lightning, tipo-C, micro-USB e USB. Apresenta entradas USB-C e micro-USB dedicados apenas para a recarga do aparelho, além de suporte lateral para celular integrado, além de duas lanternas para situações de emergência. Sua entrada micro-USB 5V=2.1A e saída USB 5V=2.1A, oferece um desempenh",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/power-bank-10-000mah-multissaidas-08219-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/08219-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,power-banks,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/08219-2-v1.jpg
12926AC,Caixa de Som Multimídia à Prova d'Água,"Caixa de Som Multimídia à prova D?Água emborrachada com ventosa(pode ser removida). Possui play/pause no centro e botão com desenho de telefone deve ser apertado para atender ligações. Compátivel com Iphone, Ipad, Ipod, aparelhos de celular e tablets. Acompanha cabo.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/categoria/outros,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/12926AC-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,outros,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/12926AC-2-v1.jpg
06052,Power Bank 10.000mAh Indução/Cabo,Carregador portátil com capacidade para até 10.000mAh.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/power-bank-10-000mah-com-carregamento-via-inducao-ou-via-cabo-06052-bco,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/06052/06052_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,som-power-bank,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/06052/06052_2.jpg
08002,Caixa de Som Bluetooth TWS,Caixa de som sem fio em inox com base emborrachada.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/caixa-de-som-bluetooth-tws-08002-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/08002/08002_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,som-power-bank,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/08002/08002_2.jpg
18501,Necessaire de Nylon,"Nécessaire multiuso em nylon resistente à água, fechamento em zíper e alça lateral de mão.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/necessaire-de-nylon-18501-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18501/18501_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mochilas-bolsa-necessaire,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18501/18501_2.jpg
18753,Necessaire de Poliéster,"Nécessaire confeccionada em poliéster, com detalhes em couro sintético. Possui três compartimentos com zíper. Na parte interna, contém 5 bolsos, sendo dois de tela, e alça para transporte.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/necessaire-de-poliester-18753-azu,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18753-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,outros,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18753-2-v1.jpg
01618,Porta Joias,"Porta-joias quadrado em couro sintético com revestimento interno em tecido aveludado. Possui bolso elástico e três ganchos pequenos na parte interna da tampa, além de divisória multiuso e repartição almofadada com ranhuras para anéis, ambos localizadas no compartimento principal.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/porta-joias-01618-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/01618-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,porta-joias,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/01618-2-v1.jpg
18507,Necessaire Organizadora,"Necessaire organizadora em tecido nylon Oxford, possui bolso frontal e alça superior, parte interna com gancho plástico bolso interno superior em nylon e bolso de tela ambos com zíper bolso inferior aberto de tela com 4 divisões de bolsos também em tela. Perfeita para lhe acompanhar em viagens e até mesmo transportar seus itens pessoais do dia a dia com organização e praticidade.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/necessaire-organizadora-18507-azu,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18507-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,necessaires,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18507-2-v1.jpg
